Ref No,Calibre,Projectile Type,Projectile Dimension,dai,projectile mass,total mass with sabbot,Petal burst pressure,powder mass,Actual Velocity,expected velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/vol,Density,Moment of inerta,cd,sabo length
446,40 mm,A,9.34,9.34,2.02,3.66,74.73,4.56,1427.42,1400.01,cylindrical,type3,9.54,12.01,brass,0.11,274.059,426.618,0.642,8500,0.1226,0.465,58.49
447,40 mm,A,8.03,8.03,9.4,11.42,69.19,5.68,1429.9,1483.54,cylindrical,type1,11.66,8.0,brass,0.146,202.573,271.11,0.747,8500,0.0169,0.259,77.81
448,40 mm,B,12.01,12.01,6.36,9.35,52.6,4.38,1239.47,1271.73,cylindrical,type3,11.26,7.87,aluminum,0.332,453.144,907.043,0.5,2700,0.1665,0.182,77.99
449,40 mm,A,8.39,8.39,7.84,10.11,90.82,1.62,835.41,861.58,conical,type1,14.5,5.13,steel,0.172,221.143,309.232,0.715,7800,0.1543,0.584,59.52
450,40 mm,D,19.43,19.43,4.99,6.17,48.5,5.63,1476.46,1481.23,spherical,type3,3.65,12.33,aluminum,0.55,1186.029,3840.759,0.309,2700,0.158,0.411,35.67
451,40 mm,A,8.26,8.26,5.45,8.3,81.56,3.07,1155.37,1136.17,conical,type2,8.26,9.88,tungsten,0.464,214.343,295.079,0.726,19300,0.1106,0.301,59.95
452,40 mm,E,14.17,14.17,17.0,18.14,62.18,4.24,1169.47,1211.35,conical,type2,10.25,13.82,aluminum,0.473,630.797,1489.732,0.423,2700,0.2858,0.783,23.55
453,29 mm,E,19.52,19.52,4.04,5.2,40.27,3.92,1255.88,1286.76,ogive,type2,13.16,14.36,aluminum,0.888,1197.042,3894.378,0.307,2700,0.4744,0.109,28.98
454,40 mm,C,12.7,12.7,18.45,19.83,102.5,4.26,1231.5,1170.38,cylindrical,type2,9.56,,steel,0.45,506.707,1072.531,0.472,7800,0.3413,0.461,26.44
455,40 mm,C,19.39,19.39,11.14,13.83,95.72,5.59,1470.61,1470.75,spherical,type3,8.13,,brass,0.261,1181.151,3817.087,0.309,8500,0.4009,0.191,40.77
456,29 mm,A,13.8,13.8,9.54,12.43,91.85,1.72,979.41,924.36,ogive,type3,10.92,,aluminum,0.524,598.285,1376.055,0.435,2700,0.2562,0.851,25.99
457,29 mm,D,17.04,17.04,2.52,4.08,31.02,2.75,1074.2,1083.25,ogive,type3,,13.79,steel,0.69,912.198,2590.642,0.352,7800,0.0454,0.597,50.92
458,40 mm,B,9.5,9.5,14.81,16.64,29.73,4.92,1374.11,1362.86,cylindrical,type3,12.53,3.48,tungsten,0.503,283.529,448.921,0.632,19300,0.1356,0.727,42.92
459,29 mm,A,5.02,5.02,14.84,16.24,91.14,2.34,996.33,938.84,conical,type3,,,steel,0.452,79.169,66.238,1.195,7800,0.2587,0.286,74.43
460,40 mm,A,6.09,6.09,14.92,17.52,94.49,5.19,1322.78,1329.41,conical,type2,14.75,,aluminum,0.425,116.516,118.263,0.985,2700,0.3385,0.518,56.42
461,29 mm,B,5.78,5.78,16.02,16.85,84.62,4.73,1276.47,1288.86,cylindrical,type2,5.46,10.82,brass,0.628,104.956,101.107,1.038,8500,0.0603,0.79,76.92
462,40 mm,A,7.1,7.1,2.71,5.56,25.86,3.86,1322.9,1302.76,conical,type3,13.84,5.6,steel,0.243,158.368,187.402,0.845,7800,0.228,0.243,39.27
463,29 mm,B,15.6,15.6,8.25,9.09,117.37,5.47,1514.1,1465.49,conical,type2,,4.13,aluminum,0.116,764.538,1987.799,0.385,2700,0.1573,0.806,49.29
464,40 mm,D,19.67,19.67,17.61,20.14,97.92,3.84,1140.06,1185.51,conical,type1,7.45,11.93,steel,0.574,1215.51,3984.847,0.305,7800,0.3145,0.736,77.08
465,29 mm,C,16.37,16.37,9.76,12.04,31.53,5.91,1494.63,1528.08,cylindrical,type2,,7.12,tungsten,0.121,841.874,2296.914,0.367,19300,0.4404,0.153,45.14
466,40 mm,C,17.77,17.77,7.15,9.67,38.26,4.12,1214.77,1283.61,conical,type3,12.33,14.18,brass,0.472,992.03,2938.062,0.338,8500,0.3252,0.684,26.02
467,29 mm,D,11.12,11.12,2.04,4.17,108.35,5.8,1551.11,1543.55,spherical,type1,9.42,11.11,steel,0.619,388.472,719.968,0.54,7800,0.4456,0.336,57.83
468,29 mm,D,11.88,11.88,16.64,18.91,86.35,4.6,1193.55,1258.36,ogive,type1,13.78,8.37,brass,0.385,443.387,877.906,0.505,8500,0.0835,0.859,21.2
469,29 mm,D,17.86,17.86,14.64,15.52,84.75,4.21,1235.25,1261.56,ogive,type2,3.5,10.02,tungsten,0.874,1002.104,2982.929,0.336,19300,0.1546,0.784,68.23
470,29 mm,B,13.55,13.55,10.69,11.71,75.48,1.61,816.77,827.23,spherical,type2,12.27,,tungsten,0.238,576.804,1302.616,0.443,19300,0.0797,0.594,71.28
471,40 mm,D,11.05,11.05,3.11,5.19,112.48,5.93,1515.09,1525.88,cylindrical,type1,12.13,11.37,aluminum,0.843,383.596,706.457,0.543,2700,0.2914,0.649,52.19
472,29 mm,B,15.77,15.77,12.6,14.68,51.98,2.49,1018.21,968.33,spherical,type3,,5.14,steel,0.778,781.292,2053.495,0.38,7800,0.124,0.765,41.39
473,40 mm,D,18.55,18.55,2.98,4.39,28.7,5.13,1410.36,1448.05,spherical,type2,14.37,4.74,tungsten,0.418,1081.03,3342.184,0.323,19300,0.4504,0.66,50.07
474,29 mm,D,14.98,14.98,6.66,8.71,90.36,5.89,1467.12,1533.1,conical,type1,7.92,3.61,tungsten,0.892,704.975,1760.087,0.401,19300,0.3402,0.368,61.94
475,29 mm,E,8.99,8.99,9.18,11.95,88.07,5.05,1406.83,1376.49,spherical,type3,9.11,6.86,aluminum,0.25,253.904,380.433,0.667,2700,0.2656,0.301,44.92
476,29 mm,D,8.29,8.29,9.14,9.91,49.96,1.75,892.17,876.33,cylindrical,type3,,8.0,tungsten,0.414,215.903,298.306,0.724,19300,0.0668,0.619,25.51
477,29 mm,A,15.21,15.21,9.97,10.75,109.22,3.85,1191.33,1221.59,conical,type1,14.21,4.24,aluminum,0.457,726.789,1842.41,0.394,2700,0.099,0.421,74.3
478,29 mm,D,9.68,9.68,18.92,20.91,23.55,5.87,1555.27,1489.29,spherical,type2,,3.22,tungsten,0.244,294.375,474.925,0.62,19300,0.2692,0.111,51.62
479,29 mm,A,12.13,12.13,17.55,18.83,103.17,5.44,1398.71,1433.7,ogive,type3,,,aluminum,0.149,462.244,934.504,0.495,2700,0.0256,0.892,58.53
480,40 mm,A,13.86,13.86,4.63,6.57,25.89,4.12,1262.52,1315.14,ogive,type3,13.94,5.72,steel,0.484,603.499,1394.082,0.433,7800,0.4366,0.527,53.74
481,40 mm,E,18.13,18.13,15.94,17.4,90.61,4.92,1386.84,1363.76,conical,type1,14.97,6.28,brass,0.231,1032.632,3120.269,0.331,8500,0.2789,0.757,23.63
482,29 mm,D,8.53,8.53,3.7,4.27,24.48,2.9,1093.14,1066.51,conical,type1,5.95,11.87,aluminum,0.772,228.585,324.972,0.703,2700,0.0555,0.309,72.86
483,40 mm,B,10.16,10.16,4.78,6.05,55.94,1.84,969.79,973.41,cylindrical,type2,14.91,3.25,brass,0.814,324.293,549.136,0.591,8500,0.4225,0.366,54.85
484,29 mm,B,11.05,11.05,14.73,16.88,23.43,2.6,963.89,1006.74,spherical,type3,13.95,,tungsten,0.739,383.596,706.457,0.543,19300,0.3742,0.426,47.74
485,40 mm,E,14.48,14.48,6.72,9.48,69.29,1.59,805.72,861.47,spherical,type2,9.9,9.18,tungsten,0.495,658.699,1589.66,0.414,19300,0.3452,0.462,68.17
486,40 mm,A,14.93,14.93,8.81,11.05,79.35,4.36,1375.5,1305.69,cylindrical,type3,12.77,6.1,tungsten,0.445,700.276,1742.521,0.402,19300,0.1603,0.613,42.85
487,40 mm,E,17.92,17.92,3.49,5.19,102.59,5.11,1547.02,1486.19,conical,type3,6.59,12.94,aluminum,0.546,1008.848,3013.094,0.335,2700,0.3319,0.196,69.83
488,29 mm,A,10.66,10.66,16.5,19.05,47.04,1.5,813.44,858.82,ogive,type3,,6.07,steel,0.805,356.997,634.264,0.563,7800,0.1205,0.627,79.95
489,29 mm,A,13.26,13.26,18.74,21.49,101.44,3.16,1040.13,1007.48,cylindrical,type3,,,steel,0.728,552.379,1220.757,0.452,7800,0.215,0.147,56.74
490,29 mm,C,19.52,19.52,19.21,21.37,100.85,5.93,1484.45,1419.79,cylindrical,type2,,7.43,brass,0.234,1197.042,3894.378,0.307,8500,0.2552,0.605,37.24
491,40 mm,B,7.87,7.87,6.86,7.66,90.51,4.26,1282.57,1291.15,cylindrical,type2,9.18,4.26,tungsten,0.43,194.581,255.225,0.762,19300,0.4319,0.427,29.58
492,29 mm,A,12.56,12.56,18.84,19.89,70.24,4.96,1319.28,1357.59,cylindrical,type1,7.24,8.75,brass,0.444,495.598,1037.451,0.478,8500,0.3071,0.408,27.72
493,29 mm,C,5.2,5.2,4.74,6.66,97.93,3.85,1263.55,1218.5,spherical,type1,,3.92,steel,0.493,84.949,73.622,1.154,7800,0.0782,0.349,47.26
494,29 mm,E,13.54,13.54,8.99,10.14,79.56,3.77,1114.78,1180.89,cylindrical,type3,9.86,5.64,aluminum,0.328,575.953,1299.734,0.443,2700,0.0578,0.816,23.05
495,29 mm,B,13.07,13.07,10.4,11.4,78.28,3.3,1182.51,1164.19,ogive,type1,5.86,10.84,brass,0.571,536.662,1169.029,0.459,8500,0.2196,0.608,78.75
496,29 mm,E,13.37,13.37,11.93,14.0,33.43,2.07,901.53,944.09,conical,type3,14.28,,steel,0.304,561.581,1251.39,0.449,7800,0.0259,0.513,79.3
497,29 mm,A,6.93,6.93,7.53,8.59,119.08,4.7,1330.07,1392.92,cylindrical,type3,6.96,,tungsten,0.785,150.875,174.26,0.866,19300,0.049,0.824,70.98
498,29 mm,A,16.34,16.34,15.22,16.13,93.79,3.34,1141.6,1099.65,conical,type3,13.83,6.8,tungsten,0.472,838.791,2284.309,0.367,19300,0.2378,0.591,49.86
499,29 mm,C,9.8,9.8,15.15,15.95,113.6,5.85,1508.0,1493.29,conical,type2,3.15,4.23,brass,0.183,301.719,492.807,0.612,8500,0.0454,0.499,31.86
500,29 mm,C,9.67,9.67,16.84,17.93,78.41,4.53,1265.18,1262.77,conical,type3,3.8,,brass,0.357,293.767,473.454,0.62,8500,0.4093,0.497,21.52
501,40 mm,E,7.63,7.63,6.28,6.82,90.75,4.94,1416.97,1392.4,cylindrical,type3,3.1,11.86,brass,0.185,182.894,232.58,0.786,8500,0.2218,0.468,54.22
502,29 mm,C,7.98,7.98,4.82,5.63,29.73,5.87,1528.07,1525.97,ogive,type3,14.78,9.52,tungsten,0.754,200.058,266.077,0.752,19300,0.1796,0.663,44.04
503,29 mm,E,9.35,9.35,17.89,19.53,96.63,1.9,935.04,889.55,conical,type1,11.94,,brass,0.243,274.646,427.99,0.642,8500,0.152,0.622,22.29
504,40 mm,C,16.27,16.27,14.93,16.59,49.77,5.25,1384.35,1361.72,cylindrical,type3,12.87,8.61,brass,0.543,831.62,2255.077,0.369,8500,0.2611,0.136,45.86
505,40 mm,B,17.48,17.48,17.68,18.93,67.91,5.17,1372.25,1345.26,spherical,type1,12.92,6.61,steel,0.488,959.915,2796.552,0.343,7800,0.4436,0.836,66.07
506,40 mm,A,14.87,14.87,7.69,9.74,63.29,2.39,1012.8,971.62,cylindrical,type3,,,aluminum,0.323,694.659,1721.597,0.403,2700,0.2115,0.217,28.71
507,40 mm,B,12.91,12.91,19.95,22.35,99.37,3.39,1108.03,1072.08,cylindrical,type2,9.61,,brass,0.41,523.603,1126.62,0.465,8500,0.1539,0.669,72.45
508,40 mm,D,6.35,6.35,10.19,12.44,51.74,5.97,1552.57,1559.73,spherical,type2,9.08,3.18,steel,0.853,126.677,134.066,0.945,7800,0.117,0.728,79.88
509,29 mm,A,12.73,12.73,13.26,14.65,62.75,3.17,1096.76,1070.28,conical,type1,10.12,14.59,aluminum,0.444,509.104,1080.149,0.471,2700,0.0444,0.372,30.63
510,40 mm,E,5.09,5.09,19.69,21.41,30.65,4.04,1231.43,1199.5,cylindrical,type1,9.35,8.94,aluminum,0.37,81.393,69.048,1.179,2700,0.1071,0.459,40.81
511,40 mm,A,13.68,13.68,13.41,14.32,74.02,2.21,944.76,932.05,ogive,type3,,3.44,aluminum,0.182,587.925,1340.469,0.439,2700,0.244,0.656,28.74
512,29 mm,B,12.93,12.93,14.25,17.14,79.38,4.11,1245.95,1254.71,ogive,type3,5.75,8.56,aluminum,0.47,525.227,1131.864,0.464,2700,0.2423,0.58,28.68
513,29 mm,E,7.58,7.58,17.88,19.42,54.28,2.74,952.43,945.25,spherical,type3,,6.73,aluminum,0.338,180.505,228.037,0.792,2700,0.339,0.124,28.92
514,40 mm,C,17.75,17.75,15.4,17.24,79.19,4.85,1368.39,1318.14,spherical,type2,3.19,8.64,tungsten,0.514,989.798,2928.153,0.338,19300,0.2219,0.188,68.11
515,29 mm,A,11.47,11.47,17.35,20.2,108.34,4.14,1180.79,1218.89,cylindrical,type1,,3.61,aluminum,0.112,413.311,790.112,0.523,2700,0.0147,0.481,68.6
516,40 mm,C,9.71,9.71,9.16,10.6,68.86,2.55,1037.6,1048.3,ogive,type2,13.08,,steel,0.77,296.202,479.354,0.618,7800,0.3736,0.109,70.35
517,40 mm,D,8.97,8.97,2.75,5.61,103.88,2.6,1021.69,1046.94,ogive,type2,,9.26,brass,0.768,252.775,377.899,0.669,8500,0.3035,0.65,45.65
518,40 mm,A,8.25,8.25,19.7,21.92,73.4,3.89,1208.91,1164.54,cylindrical,type2,3.46,9.82,brass,0.39,213.825,294.009,0.727,8500,0.4103,0.489,30.07
519,29 mm,E,14.54,14.54,15.5,16.71,107.48,2.02,899.64,853.06,conical,type2,10.68,,brass,0.336,664.169,1609.503,0.413,8500,0.3644,0.835,27.79
520,29 mm,A,7.41,7.41,7.68,8.56,71.23,3.24,1168.67,1173.77,ogive,type2,,10.65,steel,0.354,172.499,213.036,0.81,7800,0.2737,0.706,73.6
521,40 mm,A,11.36,11.36,8.72,11.68,115.33,5.26,1363.53,1383.73,cylindrical,type3,,12.37,tungsten,0.284,405.421,767.598,0.528,19300,0.4262,0.429,41.27
522,40 mm,E,12.39,12.39,9.16,11.21,118.54,2.36,926.16,947.17,cylindrical,type3,7.39,10.19,tungsten,0.252,482.272,995.893,0.484,19300,0.1434,0.594,42.81
523,29 mm,A,5.12,5.12,13.28,14.49,65.14,2.01,828.25,889.41,cylindrical,type1,4.44,14.3,steel,0.286,82.355,70.276,1.172,7800,0.0888,0.21,33.77
524,40 mm,E,10.47,10.47,5.37,7.24,23.04,2.47,1059.84,1008.83,spherical,type3,12.75,10.1,brass,0.337,344.384,600.95,0.573,8500,0.4249,0.684,26.02
525,40 mm,D,16.67,16.67,2.07,3.81,50.2,4.03,1366.25,1306.68,cylindrical,type2,,7.4,brass,0.346,873.014,2425.523,0.36,8500,0.0935,0.187,58.99
526,40 mm,B,9.31,9.31,19.09,20.23,48.15,5.07,1257.96,1314.68,conical,type2,13.68,10.59,steel,0.497,272.301,422.52,0.644,7800,0.0849,0.3,40.17
527,40 mm,D,17.6,17.6,15.47,16.94,107.32,2.04,941.17,920.07,conical,type2,,12.91,aluminum,0.33,973.14,2854.543,0.341,2700,0.0468,0.443,29.21
528,29 mm,B,11.8,11.8,14.84,17.73,57.75,5.95,1566.85,1506.43,cylindrical,type1,,9.19,aluminum,0.675,437.435,860.29,0.508,2700,0.3944,0.869,67.0
529,29 mm,E,6.04,6.04,12.37,14.76,38.38,2.86,975.2,1028.36,conical,type1,10.66,,brass,0.847,114.61,115.374,0.993,8500,0.4342,0.67,22.1
530,29 mm,B,9.18,9.18,9.96,12.03,90.54,2.11,856.09,922.84,cylindrical,type2,,5.43,brass,0.699,264.75,405.067,0.654,8500,0.3835,0.803,44.54
531,40 mm,B,16.17,16.17,8.04,9.4,37.08,5.08,1359.53,1383.72,spherical,type2,,10.83,brass,0.273,821.429,2213.751,0.371,8500,0.2138,0.308,29.38
532,40 mm,B,19.53,19.53,4.27,5.74,24.22,4.46,1346.12,1324.78,ogive,type2,4.76,6.2,aluminum,0.107,1198.269,3900.366,0.307,2700,0.4313,0.699,51.62
533,29 mm,E,10.18,10.18,7.9,8.67,36.68,2.86,1066.44,1083.38,conical,type3,3.53,,brass,0.607,325.571,552.385,0.589,8500,0.2034,0.405,38.43
534,40 mm,A,9.95,9.95,9.3,10.5,30.15,5.88,1533.82,1469.43,cylindrical,type1,14.84,9.9,brass,0.771,311.026,515.784,0.603,8500,0.4649,0.213,69.44
535,40 mm,E,8.94,8.94,6.45,7.05,62.01,5.48,1533.29,1496.47,spherical,type1,9.75,9.76,aluminum,0.635,251.087,374.12,0.671,2700,0.4499,0.727,34.08
536,29 mm,E,12.76,12.76,10.96,11.62,104.98,4.19,1251.41,1248.81,spherical,type1,14.16,5.66,steel,0.503,511.507,1087.804,0.47,7800,0.3469,0.633,47.19
537,29 mm,E,15.68,15.68,18.35,20.07,83.1,2.77,1055.43,1017.78,cylindrical,type2,,,tungsten,0.29,772.4,2018.537,0.383,19300,0.0816,0.337,70.86
538,40 mm,A,18.82,18.82,4.24,5.79,93.25,4.21,1332.15,1344.52,ogive,type2,14.09,6.87,steel,0.794,1112.728,3490.258,0.319,7800,0.3098,0.805,48.66
539,40 mm,E,7.15,7.15,14.87,15.83,74.32,3.25,1070.58,1109.04,ogive,type2,13.95,12.73,brass,0.384,160.606,191.389,0.839,8500,0.1277,0.742,31.61
540,40 mm,C,13.99,13.99,15.57,18.33,74.71,1.71,781.51,834.05,ogive,type3,13.27,6.9,steel,0.279,614.873,1433.678,0.429,7800,0.2585,0.483,51.44
541,40 mm,E,16.48,16.48,18.02,19.86,21.36,2.1,910.72,916.05,spherical,type2,,5.62,tungsten,0.533,853.226,2343.529,0.364,19300,0.1607,0.843,38.02
542,40 mm,A,8.65,8.65,2.43,3.27,24.7,5.8,1657.7,1601.07,conical,type2,14.2,9.45,brass,0.474,235.062,338.881,0.694,8500,0.2907,0.689,37.69
543,29 mm,E,15.2,15.2,10.66,12.52,52.2,3.49,1162.97,1110.83,spherical,type2,,4.27,brass,0.205,725.834,1838.778,0.395,8500,0.1622,0.711,51.38
544,29 mm,B,16.42,16.42,18.26,18.85,51.76,4.28,1240.59,1195.59,conical,type2,6.23,9.45,tungsten,0.281,847.025,2318.025,0.365,19300,0.0767,0.721,58.85
545,40 mm,E,9.51,9.51,13.48,15.46,28.97,4.5,1311.99,1284.99,cylindrical,type1,,7.52,tungsten,0.818,284.126,450.34,0.631,19300,0.2799,0.75,59.76
546,29 mm,A,15.63,15.63,9.87,11.51,54.7,5.36,1456.6,1462.25,ogive,type3,8.95,12.57,steel,0.735,767.481,1999.289,0.384,7800,0.0257,0.593,23.58
547,40 mm,C,10.56,10.56,9.2,10.36,31.78,3.87,1197.03,1180.92,ogive,type2,11.44,7.93,steel,0.204,350.33,616.581,0.568,7800,0.0222,0.593,39.87
548,29 mm,C,11.99,11.99,12.44,13.37,74.23,3.19,1050.45,1106.44,cylindrical,type2,3.34,8.57,steel,0.797,451.636,902.519,0.5,7800,0.2021,0.573,77.85
549,40 mm,C,6.51,6.51,16.79,17.74,112.05,1.51,811.61,793.15,cylindrical,type3,10.83,10.49,tungsten,0.519,133.141,144.458,0.922,19300,0.1217,0.681,47.88
550,29 mm,D,14.37,14.37,9.74,11.54,40.97,3.11,1068.79,1095.2,ogive,type2,3.35,4.16,brass,0.422,648.729,1553.706,0.418,8500,0.3743,0.619,70.71
551,40 mm,C,6.99,6.99,6.62,9.28,35.85,4.39,1296.35,1299.21,spherical,type2,11.5,,brass,0.695,153.499,178.826,0.858,8500,0.0887,0.771,55.24
552,40 mm,D,12.03,12.03,17.94,19.93,29.94,5.43,1341.96,1405.49,ogive,type2,,14.05,steel,0.356,454.654,911.582,0.499,7800,0.2353,0.49,46.35
553,29 mm,A,9.55,9.55,3.71,4.85,41.43,5.79,1544.16,1584.61,conical,type1,13.89,13.25,brass,0.546,286.521,456.046,0.628,8500,0.0802,0.258,20.54
554,40 mm,D,9.5,9.5,16.57,18.89,92.42,5.68,1475.85,1422.15,conical,type3,,7.69,tungsten,0.895,283.529,448.921,0.632,19300,0.1691,0.444,69.74
555,29 mm,B,6.86,6.86,16.72,17.68,71.61,1.69,783.49,820.52,spherical,type3,10.84,11.65,steel,0.117,147.842,169.033,0.875,7800,0.265,0.503,27.77
556,29 mm,D,15.6,15.6,13.16,14.19,56.6,3.61,1055.99,1106.19,ogive,type2,8.99,3.41,aluminum,0.102,764.538,1987.799,0.385,2700,0.4656,0.352,75.16
557,29 mm,E,13.56,13.56,2.62,5.4,61.22,4.77,1373.69,1371.47,spherical,type3,10.93,8.8,steel,0.524,577.656,1305.502,0.442,7800,0.1433,0.379,56.64
558,29 mm,B,13.58,13.58,8.9,11.29,43.4,2.3,928.57,956.01,ogive,type3,5.95,12.15,brass,0.59,579.361,1311.288,0.442,8500,0.1589,0.568,66.03
559,29 mm,B,16.98,16.98,6.55,9.45,81.46,1.64,929.58,938.52,ogive,type2,6.69,,brass,0.403,905.785,2563.372,0.353,8500,0.4984,0.829,39.6
560,40 mm,B,8.54,8.54,19.09,21.83,119.72,1.57,883.63,839.32,spherical,type3,9.73,6.32,steel,0.755,229.121,326.116,0.703,7800,0.212,0.687,38.25
561,40 mm,C,15.7,15.7,10.93,12.8,35.33,5.56,1461.64,1448.53,ogive,type2,4.29,10.51,tungsten,0.365,774.371,2026.271,0.382,19300,0.0393,0.861,50.82
562,40 mm,C,19.4,19.4,19.29,22.07,55.44,3.96,1043.96,1109.24,conical,type2,8.2,12.58,tungsten,0.31,1182.37,3822.996,0.309,19300,0.4783,0.585,76.5
563,40 mm,A,11.49,11.49,5.87,8.6,112.44,5.77,1512.62,1541.46,cylindrical,type1,,,aluminum,0.675,414.753,794.253,0.522,2700,0.2531,0.3,26.22
564,40 mm,C,15.54,15.54,15.77,17.81,52.95,4.67,1309.56,1253.71,ogive,type1,4.41,12.35,aluminum,0.489,758.668,1964.951,0.386,2700,0.3485,0.761,21.65
565,40 mm,C,7.21,7.21,18.3,21.1,27.32,4.2,1292.86,1241.49,conical,type3,12.16,5.32,brass,0.873,163.313,196.248,0.832,8500,0.0638,0.703,41.11
566,29 mm,D,7.42,7.42,16.91,17.44,52.35,3.18,1004.16,1010.85,spherical,type2,13.54,9.9,steel,0.696,172.965,213.9,0.809,7800,0.1269,0.543,22.26
567,40 mm,A,8.74,8.74,16.97,17.7,73.35,2.55,869.34,938.99,conical,type2,,14.94,steel,0.629,239.979,349.569,0.686,7800,0.0678,0.855,61.26
568,40 mm,D,10.53,10.53,9.92,10.68,54.43,5.99,1495.14,1554.29,cylindrical,type2,5.4,12.07,steel,0.344,348.343,611.341,0.57,7800,0.4662,0.464,59.73
569,40 mm,A,6.02,6.02,6.6,7.45,38.96,2.54,999.38,1003.47,cylindrical,type1,3.24,9.12,aluminum,0.34,113.853,114.232,0.997,2700,0.386,0.824,48.05
570,40 mm,C,11.17,11.17,4.17,6.57,59.15,5.34,1548.75,1487.78,conical,type3,8.71,6.65,tungsten,0.762,391.973,729.723,0.537,19300,0.3886,0.735,21.31
571,29 mm,A,9.05,9.05,6.85,8.62,100.78,4.67,1316.86,1373.46,cylindrical,type3,,13.27,tungsten,0.653,257.304,388.101,0.663,19300,0.4431,0.636,67.33
572,40 mm,E,14.71,14.71,19.95,21.26,22.0,1.62,825.36,849.43,spherical,type1,10.45,12.51,aluminum,0.72,679.791,1666.62,0.408,2700,0.4171,0.514,48.45
573,40 mm,E,17.24,17.24,2.93,5.23,93.42,1.65,962.67,924.88,conical,type3,14.42,6.91,tungsten,0.528,933.737,2682.937,0.348,19300,0.3652,0.449,27.68
574,40 mm,D,13.99,13.99,9.41,10.72,79.41,3.9,1309.21,1239.37,ogive,type1,5.48,14.83,aluminum,0.675,614.873,1433.678,0.429,2700,0.1429,0.603,76.61
575,29 mm,E,8.49,8.49,3.02,4.88,95.98,5.95,1638.69,1580.99,cylindrical,type1,11.31,,tungsten,0.775,226.446,320.422,0.707,19300,0.0786,0.325,30.49
576,29 mm,E,7.45,7.45,15.46,17.94,33.27,2.52,894.8,940.67,ogive,type1,11.42,4.94,steel,0.624,174.366,216.505,0.805,7800,0.0874,0.726,66.2
577,40 mm,E,18.81,18.81,12.64,15.35,63.9,1.87,899.56,937.15,spherical,type2,,,steel,0.143,1111.546,3484.697,0.319,7800,0.1388,0.592,20.2
578,29 mm,B,19.42,19.42,8.31,11.23,24.04,4.69,1321.33,1370.2,ogive,type3,13.57,8.27,tungsten,0.308,1184.809,3834.832,0.309,19300,0.2251,0.834,70.13
579,40 mm,E,19.15,19.15,3.88,6.43,98.32,4.77,1421.81,1419.9,cylindrical,type1,13.12,4.04,steel,0.634,1152.093,3677.096,0.313,7800,0.0705,0.696,47.43
580,40 mm,D,7.85,7.85,19.95,21.54,28.34,4.89,1328.51,1280.18,conical,type2,14.11,13.36,tungsten,0.266,193.593,253.284,0.764,19300,0.4077,0.731,33.13
581,40 mm,C,7.03,7.03,12.57,14.67,25.39,4.66,1226.83,1295.66,spherical,type1,6.05,7.89,tungsten,0.633,155.26,181.913,0.853,19300,0.4554,0.577,48.53
582,40 mm,C,13.64,13.64,11.92,12.63,46.19,5.26,1448.15,1384.36,cylindrical,type2,9.11,9.97,brass,0.49,584.492,1328.745,0.44,8500,0.1076,0.672,66.9
583,40 mm,A,7.02,7.02,6.32,7.91,116.1,3.98,1218.77,1232.67,ogive,type2,10.67,,tungsten,0.758,154.819,181.138,0.855,19300,0.406,0.402,27.23
584,40 mm,A,8.64,8.64,12.83,15.01,72.72,1.56,905.55,868.6,spherical,type1,9.11,14.56,brass,0.322,234.519,337.707,0.694,8500,0.2921,0.552,77.74
585,40 mm,B,13.17,13.17,12.88,15.03,22.42,4.69,1272.23,1290.35,spherical,type3,10.55,13.95,brass,0.618,544.906,1196.068,0.456,8500,0.0776,0.311,21.8
586,40 mm,D,18.55,18.55,9.93,12.71,41.56,1.83,974.21,905.41,ogive,type1,12.35,3.53,tungsten,0.5,1081.03,3342.184,0.323,19300,0.3152,0.348,35.35
587,29 mm,B,14.65,14.65,19.94,21.22,81.28,5.92,1402.6,1453.44,cylindrical,type2,7.02,13.94,tungsten,0.315,674.256,1646.31,0.41,19300,0.0961,0.541,53.88
588,40 mm,B,8.23,8.23,8.96,10.42,105.65,5.59,1486.86,1471.22,ogive,type2,13.21,,brass,0.191,212.789,291.876,0.729,8500,0.1012,0.649,24.31
589,40 mm,D,18.48,18.48,10.64,12.1,98.3,4.44,1292.27,1280.56,conical,type1,,,brass,0.356,1072.887,3304.491,0.325,8500,0.0621,0.117,20.97
590,29 mm,A,17.41,17.41,6.41,9.16,75.31,5.58,1490.22,1481.88,conical,type1,4.12,10.75,aluminum,0.569,952.242,2763.089,0.345,2700,0.354,0.273,54.19
591,40 mm,D,17.46,17.46,4.48,5.65,109.68,1.64,975.91,942.72,spherical,type1,11.96,,brass,0.423,957.72,2786.964,0.344,8500,0.1022,0.473,76.23
592,40 mm,E,8.59,8.59,15.81,17.89,58.89,1.7,909.13,890.54,cylindrical,type3,,,aluminum,0.149,231.812,331.878,0.698,2700,0.1511,0.419,24.74
593,29 mm,E,19.09,19.09,19.84,21.11,62.65,2.84,990.77,1003.74,ogive,type3,6.94,11.02,aluminum,0.769,1144.885,3642.641,0.314,2700,0.4839,0.349,26.08
594,40 mm,E,11.39,11.39,14.19,15.33,110.47,1.89,793.77,850.83,ogive,type2,10.96,7.49,steel,0.231,407.565,773.695,0.527,7800,0.3499,0.2,22.86
